Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Price_per_Unit,Units_Sold,Total_Sales,Operating_Profit,Operating_Margin,Sales_Method
Sports Direct,1197831,8/24/2021,South,Texas,Dallas,Men's Athletic Footwear,39,169,"$6,591.00","$3,295.50",50%,Online
Sports Direct,1197831,8/25/2021,South,Texas,Dallas,Women's Street Footwear,28,145,"$4,060.00","$1,908.20",47%,Online
Sports Direct,1197831,8/26/2021,South,Texas,Dallas,Women's Athletic Footwear,32,116,"$3,712.00","$2,115.84",57%,Online
Sports Direct,1197831,8/27/2021,South,Texas,Dallas,Men's Apparel,38,81,"$3,078.00","$1,385.10",45%,Online
Sports Direct,1197831,8/28/2021,South,Texas,Dallas,Women's Apparel,32,135,"$4,320.00","$2,721.60",63%,Online
Sports Direct,1197831,8/29/2021,South,Texas,Dallas,Men's Street Footwear,18,182,"$3,276.00","$1,474.20",45%,Online
Sports Direct,1197831,8/30/2021,South,Texas,Dallas,Men's Athletic Footwear,28,175,"$4,900.00","$2,352.00",48%,Online
Sports Direct,1197831,8/31/2021,South,Texas,Dallas,Women's Street Footwear,25,152,"$3,800.00","$1,862.00",49%,Online
Sports Direct,1197831,9/1/2021,South,Texas,Dallas,Women's Athletic Footwear,29,128,"$3,712.00","$2,190.08",59%,Online
Sports Direct,1197831,9/2/2021,South,Texas,Dallas,Men's Apparel,34,85,"$2,890.00","$1,156.00",40%,Online
Sports Direct,1197831,9/3/2021,South,Texas,Dallas,Women's Apparel,29,156,"$4,524.00","$2,804.88",62%,Online
Sports Direct,1197831,9/4/2021,South,Texas,Dallas,Men's Street Footwear,19,195,"$3,705.00","$1,852.50",50%,Online
Sports Direct,1197831,9/5/2021,South,Texas,Dallas,Men's Athletic Footwear,29,194,"$5,626.00","$2,756.74",49%,Online
Sports Direct,1197831,9/6/2021,South,Texas,Dallas,Women's Street Footwear,24,175,"$4,200.00","$1,974.00",47%,Online
Sports Direct,1197831,9/7/2021,South,Texas,Dallas,Women's Athletic Footwear,34,154,"$5,236.00","$3,141.60",60%,Online
Sports Direct,1197831,9/8/2021,South,Texas,Dallas,Men's Apparel,49,131,"$6,419.00","$2,888.55",45%,Online
Sports Direct,1197831,9/9/2021,South,Texas,Dallas,Women's Apparel,43,224,"$9,632.00","$6,260.80",65%,Online
Sports Direct,1197831,9/10/2021,South,Texas,Dallas,Men's Street Footwear,41,224,"$9,184.00","$4,132.80",45%,Online
Sports Direct,1197831,9/11/2021,South,Texas,Dallas,Men's Athletic Footwear,49,200,"$9,800.00","$4,704.00",48%,Online
Sports Direct,1197831,9/12/2021,South,Texas,Dallas,Women's Street Footwear,44,176,"$7,744.00","$3,639.68",47%,Online
Sports Direct,1197831,9/13/2021,South,Texas,Dallas,Women's Athletic Footwear,43,174,"$7,482.00","$4,115.10",55%,Online
Sports Direct,1197831,9/14/2021,South,Texas,Dallas,Men's Apparel,45,145,"$6,525.00","$2,805.75",43%,Online
Sports Direct,1197831,9/15/2021,South,Texas,Dallas,Women's Apparel,53,263,"$13,939.00","$8,781.57",63%,Online
Sports Direct,1197831,9/16/2021,South,Texas,Dallas,Men's Street Footwear,41,231,"$9,471.00","$4,924.92",52%,Online
Sports Direct,1197831,9/17/2021,South,Texas,Dallas,Men's Athletic Footwear,48,215,"$10,320.00","$5,572.80",54%,Online
Sports Direct,1197831,9/18/2021,South,Texas,Dallas,Women's Street Footwear,44,254,"$11,176.00","$6,146.80",55%,Online
Sports Direct,1197831,9/19/2021,South,Texas,Dallas,Women's Athletic Footwear,43,150,"$6,450.00","$3,934.50",61%,Online
Sports Direct,1197831,9/20/2021,South,Texas,Dallas,Men's Apparel,47,167,"$7,849.00","$3,610.54",46%,Online
Sports Direct,1197831,9/21/2021,South,Texas,Dallas,Women's Apparel,54,255,"$13,770.00","$9,225.90",67%,Online
Sports Direct,1197831,9/22/2021,South,Texas,Dallas,Men's Street Footwear,49,208,"$10,192.00","$5,197.92",51%,Online
Sports Direct,1197831,9/23/2021,South,Texas,Dallas,Men's Athletic Footwear,53,208,"$11,024.00","$5,512.00",50%,Online
Sports Direct,1197831,9/24/2021,South,Texas,Dallas,Women's Street Footwear,46,273,"$12,558.00","$6,906.90",55%,Online
Sports Direct,1197831,9/25/2021,South,Texas,Dallas,Women's Athletic Footwear,47,147,"$6,909.00","$4,490.85",65%,Online
Sports Direct,1197831,9/26/2021,South,Texas,Dallas,Men's Apparel,53,142,"$7,526.00","$3,612.48",48%,Online
Sports Direct,1197831,9/27/2021,South,Texas,Dallas,Women's Apparel,56,233,"$13,048.00","$9,133.60",70%,Online
Sports Direct,1197831,9/28/2021,South,Texas,Dallas,Men's Street Footwear,53,181,"$9,593.00","$5,276.15",55%,Online
Sports Direct,1197831,9/29/2021,South,Texas,Dallas,Men's Athletic Footwear,54,176,"$9,504.00","$4,847.04",51%,Online
Sports Direct,1197831,9/30/2021,South,Texas,Dallas,Women's Street Footwear,59,203,"$11,977.00","$6,347.81",53%,Online
Sports Direct,1197831,10/1/2021,South,Texas,Dallas,Women's Athletic Footwear,56,126,"$7,056.00","$4,586.40",65%,Online
Sports Direct,1197831,10/2/2021,South,Texas,Dallas,Men's Apparel,53,135,"$7,155.00","$3,505.95",49%,Online
Sports Direct,1197831,10/3/2021,South,Texas,Dallas,Women's Apparel,48,203,"$9,744.00","$6,820.80",70%,Online
Sports Direct,1197831,10/4/2021,South,Texas,Dallas,Men's Street Footwear,39,156,"$6,084.00","$3,042.00",50%,Online
Sports Direct,1197831,10/5/2021,South,Texas,Dallas,Men's Athletic Footwear,38,169,"$6,422.00","$3,275.22",51%,Online
Sports Direct,1197831,10/6/2021,South,Texas,Dallas,Women's Street Footwear,41,144,"$5,904.00","$3,070.08",52%,Online
Sports Direct,1197831,10/7/2021,South,Texas,Dallas,Women's Athletic Footwear,41,111,"$4,551.00","$2,730.60",60%,Online
Sports Direct,1197831,10/8/2021,South,Texas,Dallas,Men's Apparel,36,100,"$3,600.00","$1,620.00",45%,Online
Sports Direct,1197831,10/9/2021,South,Texas,Dallas,Women's Apparel,45,161,"$7,245.00","$5,071.50",70%,Online
Sports Direct,1197831,10/10/2021,South,Texas,Dallas,Men's Street Footwear,38,181,"$6,878.00","$3,782.90",55%,Online
Sports Direct,1197831,10/11/2021,South,Texas,Dallas,Men's Athletic Footwear,37,218,"$8,066.00","$4,033.00",50%,Online
Sports Direct,1197831,10/12/2021,South,Texas,Dallas,Women's Street Footwear,63,176,"$11,088.00","$6,098.40",55%,Online
Sports Direct,1197831,10/13/2021,South,Texas,Dallas,Women's Athletic Footwear,59,145,"$8,555.00","$5,304.10",62%,Online
Sports Direct,1197831,10/14/2021,South,Texas,Dallas,Men's Apparel,56,138,"$7,728.00","$3,709.44",48%,Online
Sports Direct,1197831,10/15/2021,South,Texas,Dallas,Women's Apparel,67,176,"$11,792.00","$7,664.80",65%,Online
Sports Direct,1197831,10/16/2021,South,Texas,Dallas,Men's Street Footwear,59,223,"$13,157.00","$7,104.78",54%,Online
Sports Direct,1197831,10/17/2021,South,Texas,Dallas,Men's Athletic Footwear,56,231,"$12,936.00","$6,726.72",52%,Online
Sports Direct,1197831,10/18/2021,South,Texas,Dallas,Women's Street Footwear,62,189,"$11,718.00","$6,327.72",54%,Online
Sports Direct,1197831,10/19/2021,South,Texas,Dallas,Women's Athletic Footwear,59,173,"$10,207.00","$6,328.34",62%,Online
Sports Direct,1197831,10/20/2021,South,Texas,Dallas,Men's Apparel,58,158,"$9,164.00","$4,582.00",50%,Online
Sports Direct,1197831,10/21/2021,South,Texas,Dallas,Women's Apparel,65,233,"$15,145.00","$9,995.70",66%,Online
Foot Locker,1185732,10/22/2021,South,Texas,Dallas,Men's Street Footwear,44,111,"$4,884.00","$3,418.80",70%,Online
Foot Locker,1185732,10/23/2021,South,Texas,Dallas,Men's Athletic Footwear,41,68,"$2,788.00","$1,310.36",47%,Online
Foot Locker,1185732,10/24/2021,South,Texas,Dallas,Women's Street Footwear,33,56,"$1,848.00",$942.48,51%,Online
Foot Locker,1185732,10/25/2021,South,Texas,Dallas,Women's Athletic Footwear,38,19,$722.00,$368.22,51%,Online
Foot Locker,1185732,10/26/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,54,36,"$1,944.00",$874.80,45%,Online
Foot Locker,1185732,10/27/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,43,61,"$2,623.00","$1,154.12",44%,Online
Foot Locker,1185732,10/28/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,42,119,"$4,998.00","$3,348.66",67%,Online
Foot Locker,1185732,10/29/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,44,35,"$1,540.00",$739.20,48%,Online
Foot Locker,1185732,10/30/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,34,46,"$1,564.00",$813.28,52%,Online
Foot Locker,1185732,10/31/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,39,13,$507.00,$263.64,52%,Online
Foot Locker,1185732,11/1/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,51,36,"$1,836.00",$844.56,46%,Online
Foot Locker,1185732,11/2/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,44,68,"$2,992.00","$1,346.40",45%,Online
Foot Locker,1185732,11/3/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,49,120,"$5,880.00","$4,116.00",70%,Online
Foot Locker,1185732,11/4/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,47,38,"$1,786.00",$875.14,49%,Online
Foot Locker,1185732,11/5/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,36,51,"$1,836.00",$991.44,54%,Online
Foot Locker,1185732,11/6/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,43,8,$344.00,$175.44,51%,Online
Foot Locker,1185732,11/7/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,58,20,"$1,160.00",$464.00,40%,Online
Foot Locker,1185732,11/8/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,47,44,"$2,068.00",$723.80,35%,Online
Foot Locker,1185732,11/9/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,46,122,"$5,612.00","$3,535.56",63%,Online
Foot Locker,1185732,11/10/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,45,45,"$2,025.00",$850.50,42%,Online
Foot Locker,1185732,11/11/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,38,38,"$1,444.00",$664.24,46%,Online
Foot Locker,1185732,11/12/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,42,20,$840.00,$386.40,46%,Online
Foot Locker,1185732,11/13/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,55,22,"$1,210.00",$508.20,42%,Online
Foot Locker,1185732,11/14/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,48,54,"$2,592.00",$933.12,36%,Online
Foot Locker,1185732,11/15/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,58,136,"$7,888.00","$4,969.44",63%,Online
Foot Locker,1185732,11/16/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,54,53,"$2,862.00","$1,144.80",40%,Online
Foot Locker,1185732,11/17/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,52,42,"$2,184.00","$1,004.64",46%,Online
Foot Locker,1185732,11/18/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,51,29,"$1,479.00",$695.13,47%,Online
Foot Locker,1185732,11/19/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,59,31,"$1,829.00",$768.18,42%,Online
Foot Locker,1185732,11/20/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,64,63,"$4,032.00","$1,814.40",45%,Online
Foot Locker,1185732,11/21/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,64,135,"$8,640.00","$5,616.00",65%,Online
Foot Locker,1185732,11/22/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,59,70,"$4,130.00","$1,899.80",46%,Online
Foot Locker,1185732,11/23/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,52,44,"$2,288.00","$1,144.00",50%,Online
Foot Locker,1185732,11/24/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,52,39,"$2,028.00","$1,074.84",53%,Online
Foot Locker,1185732,11/25/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,60,45,"$2,700.00","$1,242.00",46%,Online
Foot Locker,1185732,11/26/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,65,81,"$5,265.00","$2,211.30",42%,Online
Foot Locker,1185732,11/27/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,60,145,"$8,700.00","$5,829.00",67%,Online
Foot Locker,1185732,11/28/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,55,90,"$4,950.00","$2,475.00",50%,Online
Foot Locker,1185732,11/29/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,51,59,"$3,009.00","$1,504.50",50%,Online
Foot Locker,1185732,11/30/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,51,44,"$2,244.00","$1,189.32",53%,Online
Foot Locker,1185732,12/1/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,64,60,"$3,840.00","$1,843.20",48%,Online
Foot Locker,1185732,12/2/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,64,98,"$6,272.00","$2,634.24",42%,Online
Foot Locker,1185732,12/3/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,60,158,"$9,480.00","$6,256.80",66%,Online
Foot Locker,1185732,12/4/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,54,75,"$4,050.00","$1,903.50",47%,Online
Foot Locker,1185732,12/5/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,54,61,"$3,294.00","$1,811.70",55%,Online
Foot Locker,1185732,12/6/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,53,58,"$3,074.00","$1,659.96",54%,Online
Foot Locker,1185732,12/7/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,61,46,"$2,806.00","$1,290.76",46%,Online
Foot Locker,1185732,12/8/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,64,95,"$6,080.00","$2,614.40",43%,Online
Foot Locker,1185732,12/9/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,62,143,"$8,866.00","$5,319.60",60%,Online
Foot Locker,1185732,12/10/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,48,80,"$3,840.00","$1,536.00",40%,Online
Foot Locker,1185732,12/11/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,41,50,"$2,050.00",$922.50,45%,Online
Foot Locker,1185732,12/12/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,41,53,"$2,173.00","$1,021.31",47%,Online
Foot Locker,1185732,12/13/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,50,36,"$1,800.00",$810.00,45%,Online
Foot Locker,1185732,12/14/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,55,61,"$3,355.00","$1,342.00",40%,Online
Foot Locker,1185732,12/15/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,55,104,"$5,720.00","$3,546.40",62%,Online
Foot Locker,1185732,12/16/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,47,63,"$2,961.00","$1,243.62",42%,Online
Foot Locker,1185732,12/17/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,48,34,"$1,632.00",$734.40,45%,Online
Foot Locker,1185732,12/18/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,48,29,"$1,392.00",$626.40,45%,Online
Foot Locker,1185732,12/19/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,56,27,"$1,512.00",$650.16,43%,Online
Foot Locker,1185732,12/20/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,60,63,"$3,780.00","$1,474.20",39%,Online
Foot Locker,1185732,12/21/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,66,113,"$7,458.00","$4,847.70",65%,Online
Foot Locker,1185732,12/22/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,55,60,"$3,300.00","$1,551.00",47%,Online
Foot Locker,1185732,12/23/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,55,55,"$3,025.00","$1,603.25",53%,Online
Foot Locker,1185732,12/24/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,56,44,"$2,464.00","$1,256.64",51%,Online
Foot Locker,1185732,12/25/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,64,42,"$2,688.00","$1,290.24",48%,Online
Foot Locker,1185732,12/26/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,71,65,"$4,615.00","$2,030.60",44%,Online
Foot Locker,1185732,12/27/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,67,124,"$8,308.00","$5,732.52",69%,Online
Foot Locker,1185732,12/28/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,55,69,"$3,795.00","$1,707.75",45%,Online
Foot Locker,1185732,12/29/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,55,65,"$3,575.00","$1,894.75",53%,Online
Foot Locker,1185732,12/30/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,57,53,"$3,021.00","$1,601.13",53%,Online
Foot Locker,1185732,12/31/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,63,47,"$2,961.00","$1,362.06",46%,Online
Foot Locker,1185732,1/1/2020,Northeast,Pennsylvania,Philadelphia,Women's Apparel,68,83,"$5,644.00","$2,426.92",43%,Online
West Gear,1128299,1/2/2020,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,32,122,"$3,904.00","$1,991.04",51%,Online
West Gear,1128299,1/3/2020,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,44,117,"$5,148.00","$1,904.76",37%,Online
West Gear,1128299,1/4/2020,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,41,117,"$4,797.00","$2,590.38",54%,Online
West Gear,1128299,1/5/2020,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,43,87,"$3,741.00","$1,870.50",50%,Online
West Gear,1128299,1/6/2020,West,Nevada,Las Vegas,Men's Apparel,47,70,"$3,290.00","$2,138.50",65%,Online
West Gear,1128299,1/7/2020,West,Nevada,Las Vegas,Women's Apparel,41,128,"$5,248.00","$1,574.40",30%,Online
West Gear,1128299,1/8/2020,West,Nevada,Las Vegas,Men's Street Footwear,34,158,"$5,372.00","$2,686.00",50%,Online
West Gear,1128299,1/9/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,43,128,"$5,504.00","$2,201.60",40%,Online
West Gear,1128299,1/10/2020,West,Nevada,Las Vegas,Women's Street Footwear,41,119,"$4,879.00","$2,585.87",53%,Online
West Gear,1128299,1/11/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,44,74,"$3,256.00","$1,497.76",46%,Online
West Gear,1128299,1/12/2020,West,Nevada,Las Vegas,Men's Apparel,46,52,"$2,392.00","$1,674.40",70%,Online
West Gear,1128299,1/13/2020,West,Nevada,Las Vegas,Women's Apparel,41,116,"$4,756.00","$1,617.04",34%,Online
West Gear,1128299,1/14/2020,West,Nevada,Las Vegas,Men's Street Footwear,43,160,"$6,880.00","$3,784.00",55%,Online
West Gear,1128299,1/15/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,50,120,"$6,000.00","$2,400.00",40%,Online
West Gear,1128299,1/16/2020,West,Nevada,Las Vegas,Women's Street Footwear,52,104,"$5,408.00","$2,866.24",53%,Online
West Gear,1128299,1/17/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,50,84,"$4,200.00","$1,974.00",47%,Online
West Gear,1128299,1/18/2020,West,Nevada,Las Vegas,Men's Apparel,55,47,"$2,585.00","$1,809.50",70%,Online
West Gear,1128299,1/19/2020,West,Nevada,Las Vegas,Women's Apparel,54,94,"$5,076.00","$1,725.84",34%,Online
West Gear,1128299,1/20/2020,West,Nevada,Las Vegas,Men's Street Footwear,58,143,"$8,294.00","$4,229.94",51%,Online
West Gear,1128299,1/21/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,62,102,"$6,324.00","$2,403.12",38%,Online
West Gear,1128299,1/22/2020,West,Nevada,Las Vegas,Women's Street Footwear,61,120,"$7,320.00","$3,879.60",53%,Online
West Gear,1128299,1/23/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,59,75,"$4,425.00","$2,035.50",46%,Online
West Gear,1128299,1/24/2020,West,Nevada,Las Vegas,Men's Apparel,63,52,"$3,276.00","$2,162.16",66%,Online
West Gear,1128299,1/25/2020,West,Nevada,Las Vegas,Women's Apparel,78,95,"$7,410.00","$2,519.40",34%,Online
West Gear,1128299,1/26/2020,West,Nevada,Las Vegas,Men's Street Footwear,58,149,"$8,642.00","$5,012.36",58%,Online
West Gear,1128299,1/27/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,60,104,"$6,240.00","$2,683.20",43%,Online
West Gear,1128299,1/28/2020,West,Nevada,Las Vegas,Women's Street Footwear,63,116,"$7,308.00","$4,165.56",57%,Online
West Gear,1128299,1/29/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,57,90,"$5,130.00","$2,565.00",50%,Online
West Gear,1128299,1/30/2020,West,Nevada,Las Vegas,Men's Apparel,60,60,"$3,600.00","$2,520.00",70%,Online
